"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Dec 15 09:13:25 GMT 2024","Sun Dec 15 09:13:49 GMT 2024","23403","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
"passed","Sun Dec 15 09:13:05 GMT 2024","Sun Dec 15 09:13:24 GMT 2024","18320","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
