"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 02 20:05:01 GMT 2024","Mon Dec 02 20:05:17 GMT 2024","16810","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
"passed","Mon Dec 02 20:05:19 GMT 2024","Mon Dec 02 20:05:41 GMT 2024","21811","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
