"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Dec 02 16:39:18 GMT 2024","Mon Dec 02 16:39:29 GMT 2024","11274","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
"failed","Mon Dec 02 16:39:30 GMT 2024","Mon Dec 02 16:39:41 GMT 2024","11325","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
