"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 02 20:32:44 GMT 2024","Mon Dec 02 20:32:58 GMT 2024","14398","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
"passed","Mon Dec 02 20:33:01 GMT 2024","Mon Dec 02 20:33:20 GMT 2024","19969","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
