"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Dec 01 16:32:05 GMT 2024","Sun Dec 01 16:32:35 GMT 2024","30006","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
"broken","Sun Dec 01 16:31:04 GMT 2024","Sun Dec 01 16:31:34 GMT 2024","30010","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
