"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 06 13:28:22 GMT 2025","Mon Jan 06 13:28:38 GMT 2025","15720","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
"passed","Mon Jan 06 13:28:40 GMT 2025","Mon Jan 06 13:29:01 GMT 2025","21276","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
