"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 03 19:46:08 GMT 2024","Tue Dec 03 19:46:24 GMT 2024","15910","tests","test_search","TestSearch","","","test_search_smartphone_page[chromium-\u0441\u043c\u0430\u0440\u0442\u0444\u043e\u043d\u044b]",""
"passed","Tue Dec 03 19:46:25 GMT 2024","Tue Dec 03 19:46:45 GMT 2024","20228","tests","test_search","TestSearch","","","test_search_and_buy_tariff[chromium]",""
